Ciudad,Dia (AAAA/MM/DD),Hora,Previsión (°C),Velocidad (km/h),Rachas (km/h),Lluvias (mm),Nieve (cm),Nubes (%),Tormenta (%),Humedad (%),Presión (hPa),Sensación térmica (°C),Prob. precipitación (%),Hora observación,Visibilidad
lleida,2018/11/8,22:00,12 ,8 ,11 ,1.4 ,0 ,100,0,92,1015 ,12,90,NULL,NULL
lleida,2018/11/8,23:00,12 ,8 ,11 ,3.4 ,0 ,100,0,92,1014 ,12,100,NULL,NULL
lleida,2018/11/9,00:00,11 ,7 ,11 ,3.4 ,0 ,100,0,92,1014 ,11,100,NULL,NULL
lleida,2018/11/9,01:00,11 ,7 ,11 ,3.4 ,0 ,100,0,91,1013 ,11,100,NULL,NULL
lleida,2018/11/9,02:00,11 ,6 ,10 ,1.3 ,0 ,100,0,90,1012 ,11,90,NULL,NULL
lleida,2018/11/9,03:00,11 ,5 ,7 ,1.3 ,0 ,100,0,88,1012 ,11,90,NULL,NULL
lleida,2018/11/9,04:00,10 ,4 ,6 ,1.3 ,0 ,100,0,87,1012 ,10,90,NULL,NULL
lleida,2018/11/9,05:00,10 ,6 ,9 ,1.4 ,0 ,50,0,87,1012 ,10,60,NULL,NULL
lleida,2018/11/9,06:00,10 ,9 ,13 ,1.4 ,0 ,50,0,87,1013 ,10,60,NULL,NULL
lleida,2018/11/9,07:00,10 ,11 ,16 ,1.4 ,0 ,50,0,87,1013 ,8,60,NULL,NULL
lleida,2018/11/9,08:00,10 ,12 ,18 ,0.6 ,0 ,30,0,86,1013 ,8,60,NULL,NULL
lleida,2018/11/9,09:00,10 ,13 ,19 ,0.6 ,0 ,30,0,83,1014 ,8,60,NULL,NULL
lleida,2018/11/9,10:00,10 ,14 ,21 ,0.6 ,0 ,30,0,80,1014 ,8,60,NULL,NULL
lleida,2018/11/9,11:00,12 ,15 ,23 ,0 ,0 ,20,0,73,1014 ,10,NULL,NULL,NULL
lleida,2018/11/9,12:00,14 ,16 ,25 ,0 ,0 ,20,0,65,1014 ,12,NULL,NULL,NULL
lleida,2018/11/9,13:00,15 ,17 ,26 ,0 ,0 ,20,0,59,1014 ,15,NULL,NULL,NULL
lleida,2018/11/9,14:00,16 ,17 ,25 ,0 ,0 ,30,0,55,1014 ,16,NULL,NULL,NULL
lleida,2018/11/9,15:00,16 ,15 ,22 ,0 ,0 ,30,0,52,1013 ,16,NULL,NULL,NULL
lleida,2018/11/9,16:00,16 ,13 ,19 ,0 ,0 ,30,0,53,1014 ,16,NULL,NULL,NULL
lleida,2018/11/9,17:00,15 ,11 ,17 ,0 ,0 ,40,0,56,1014 ,15,10,NULL,NULL
lleida,2018/11/9,18:00,13 ,9 ,14 ,0 ,0 ,40,0,61,1015 ,13,10,NULL,NULL
lleida,2018/11/9,19:00,12 ,8 ,12 ,0 ,0 ,40,0,64,1015 ,12,10,NULL,NULL
lleida,2018/11/9,20:00,11 ,8 ,11 ,0 ,0 ,30,0,66,1016 ,11,10,NULL,NULL
lleida,2018/11/9,21:00,11 ,8 ,13 ,0 ,0 ,30,0,67,1016 ,11,10,NULL,NULL
lleida,2018/11/9,22:00,10 ,9 ,13 ,0 ,0 ,30,0,68,1016 ,10,10,NULL,NULL
lleida,2018/11/9,23:00,9 ,8 ,12 ,0 ,0 ,80,0,69,1016 ,9,20,NULL,NULL
lleida,2018/11/10,00:00,9 ,7 ,11 ,0 ,0 ,80,0,70,1016 ,9,20,NULL,NULL
lleida,2018/11/10,01:00,9 ,6 ,9 ,0 ,0 ,80,0,71,1016 ,9,20,NULL,NULL
lleida,2018/11/10,02:00,8 ,6 ,8 ,0 ,0 ,100,0,73,1015 ,8,30,NULL,NULL
lleida,2018/11/10,03:00,8 ,5 ,7 ,0 ,0 ,100,0,74,1015 ,8,30,NULL,NULL
lleida,2018/11/10,04:00,8 ,4 ,6 ,0 ,0 ,100,0,75,1015 ,8,30,NULL,NULL
lleida,2018/11/10,05:00,8 ,3 ,5 ,0.1 ,0 ,40,0,77,1015 ,8,40,NULL,NULL
lleida,2018/11/10,06:00,8 ,3 ,5 ,0.1 ,0 ,40,0,77,1014 ,8,40,NULL,NULL
lleida,2018/11/10,07:00,8 ,3 ,5 ,0.1 ,0 ,40,0,77,1014 ,8,40,NULL,NULL
lleida,2018/11/10,08:00,9 ,4 ,5 ,0 ,0 ,40,0,75,1014 ,9,10,NULL,NULL
lleida,2018/11/10,09:00,10 ,4 ,6 ,0 ,0 ,40,0,72,1014 ,10,10,NULL,NULL
lleida,2018/11/10,10:00,11 ,5 ,7 ,0 ,0 ,40,0,69,1014 ,11,10,NULL,NULL
lleida,2018/11/10,11:00,12 ,6 ,9 ,0 ,0 ,40,0,66,1014 ,12,10,NULL,NULL
lleida,2018/11/10,12:00,14 ,8 ,11 ,0 ,0 ,40,0,62,1013 ,14,10,NULL,NULL
lleida,2018/11/10,13:00,16 ,9 ,13 ,0 ,0 ,40,0,59,1013 ,16,10,NULL,NULL
lleida,2018/11/10,14:00,17 ,9 ,13 ,0 ,0 ,50,0,57,1012 ,17,20,NULL,NULL
lleida,2018/11/10,15:00,18 ,8 ,12 ,0 ,0 ,50,0,57,1012 ,18,20,NULL,NULL
lleida,2018/11/10,16:00,17 ,7 ,11 ,0 ,0 ,50,0,59,1012 ,17,20,NULL,NULL
lleida,2018/11/10,17:00,16 ,6 ,9 ,0 ,0 ,50,0,64,1012 ,16,10,NULL,NULL
lleida,2018/11/10,18:00,15 ,4 ,6 ,0 ,0 ,50,0,71,1012 ,15,10,NULL,NULL
lleida,2018/11/10,19:00,14 ,3 ,4 ,0 ,0 ,50,0,76,1012 ,14,10,NULL,NULL
lleida,2018/11/10,20:00,13 ,3 ,5 ,0 ,0 ,50,0,80,1013 ,13,20,NULL,NULL
lleida,2018/11/10,21:00,12 ,4 ,6 ,0 ,0 ,50,0,83,1013 ,12,20,NULL,NULL
lleida,2018/11/10,22:00,11 ,5 ,7 ,0 ,0 ,50,0,86,1014 ,11,20,NULL,NULL
lleida,2018/11/10,23:00,11 ,5 ,8 ,0 ,0 ,30,0,87,1014 ,11,10,NULL,NULL
lleida,2018/11/11,00:00,11 ,6 ,8 ,0 ,0 ,30,0,89,1014 ,11,10,NULL,NULL
lleida,2018/11/11,01:00,10 ,6 ,9 ,0 ,0 ,30,0,89,1014 ,10,10,NULL,NULL
lleida,2018/11/11,02:00,10 ,6 ,8 ,0 ,0 ,10,0,89,1014 ,10,NULL,NULL,NULL
lleida,2018/11/11,03:00,10 ,5 ,8 ,0 ,0 ,10,0,89,1014 ,10,NULL,NULL,NULL
lleida,2018/11/11,04:00,10 ,5 ,7 ,0 ,0 ,10,0,89,1014 ,10,NULL,NULL,NULL
lleida,2018/11/11,05:00,10 ,5 ,7 ,0 ,0 ,40,0,89,1014 ,10,10,NULL,NULL
lleida,2018/11/11,06:00,10 ,5 ,7 ,0 ,0 ,40,0,90,1014 ,10,10,NULL,NULL
lleida,2018/11/11,07:00,9 ,5 ,7 ,0 ,0 ,40,0,91,1015 ,9,10,NULL,NULL
lleida,2018/11/11,08:00,10 ,5 ,7 ,0 ,0 ,30,0,90,1015 ,10,NULL,NULL,NULL
lleida,2018/11/11,09:00,11 ,5 ,8 ,0 ,0 ,30,0,87,1016 ,11,NULL,NULL,NULL
lleida,2018/11/11,10:00,12 ,5 ,8 ,0 ,0 ,30,0,84,1016 ,12,NULL,NULL,NULL
lleida,2018/11/11,11:00,14 ,5 ,8 ,0 ,0 ,20,0,77,1016 ,14,NULL,NULL,NULL
logroño,2018/11/8,Ahora,8 ,20 ,30 ,--,--,--,--,87 ,1017 ,5,NULL,12:15,Ilimitada
logroño,2018/11/8,13:00,12 ,16 ,23 ,0 ,0 ,100,0,67,1015 ,10,30,NULL,NULL
logroño,2018/11/8,14:00,13 ,15 ,23 ,0 ,0 ,80,0,64,1014 ,13,20,NULL,NULL
logroño,2018/11/8,15:00,14 ,15 ,22 ,0 ,0 ,80,0,62,1012 ,14,20,NULL,NULL
logroño,2018/11/8,16:00,14 ,14 ,21 ,0 ,0 ,80,0,61,1011 ,14,20,NULL,NULL
logroño,2018/11/8,17:00,13 ,14 ,21 ,0 ,0 ,10,0,62,1011 ,13,NULL,NULL,NULL
logroño,2018/11/8,18:00,12 ,14 ,20 ,0 ,0 ,10,0,66,1012 ,12,NULL,NULL,NULL
logroño,2018/11/8,19:00,11 ,13 ,20 ,0 ,0 ,10,0,71,1012 ,11,NULL,NULL,NULL
logroño,2018/11/8,20:00,11 ,11 ,17 ,0.1 ,0 ,70,0,77,1012 ,9,40,NULL,NULL
logroño,2018/11/8,21:00,10 ,8 ,12 ,0.1 ,0 ,70,0,84,1012 ,10,40,NULL,NULL
logroño,2018/11/8,22:00,9 ,5 ,8 ,0.1 ,0 ,70,0,89,1013 ,9,40,NULL,NULL
logroño,2018/11/8,23:00,9 ,4 ,6 ,0.2 ,0 ,100,0,92,1013 ,9,70,NULL,NULL
logroño,2018/11/9,00:00,9 ,4 ,6 ,0.2 ,0 ,100,0,93,1014 ,9,70,NULL,NULL
logroño,2018/11/9,01:00,8 ,5 ,7 ,0.2 ,0 ,100,0,92,1014 ,8,70,NULL,NULL
logroño,2018/11/9,02:00,8 ,8 ,11 ,0.2 ,0 ,70,0,89,1014 ,8,60,NULL,NULL
logroño,2018/11/9,03:00,8 ,12 ,18 ,0.2 ,0 ,70,0,85,1015 ,6,60,NULL,NULL
logroño,2018/11/9,04:00,8 ,14 ,21 ,0.2 ,0 ,70,0,82,1015 ,6,60,NULL,NULL
logroño,2018/11/9,05:00,8 ,14 ,21 ,0 ,0 ,80,0,82,1016 ,5,20,NULL,NULL
logroño,2018/11/9,06:00,7 ,13 ,19 ,0 ,0 ,80,0,83,1017 ,5,20,NULL,NULL
logroño,2018/11/9,07:00,7 ,13 ,19 ,0 ,0 ,80,0,83,1017 ,4,20,NULL,NULL
logroño,2018/11/9,08:00,7 ,13 ,19 ,0 ,0 ,0,0,80,1018 ,5,NULL,NULL,NULL
logroño,2018/11/9,09:00,8 ,13 ,20 ,0 ,0 ,0,0,76,1019 ,6,NULL,NULL,NULL
logroño,2018/11/9,10:00,9 ,14 ,20 ,0 ,0 ,0,0,71,1019 ,7,NULL,NULL,NULL
logroño,2018/11/9,11:00,11 ,14 ,21 ,0 ,0 ,0,0,64,1018 ,9,NULL,NULL,NULL
logroño,2018/11/9,12:00,12 ,15 ,23 ,0 ,0 ,0,0,57,1018 ,10,NULL,NULL,NULL
logroño,2018/11/9,13:00,13 ,16 ,24 ,0 ,0 ,0,0,50,1017 ,13,NULL,NULL,NULL
logroño,2018/11/9,14:00,14 ,15 ,23 ,0 ,0 ,90,0,45,1017 ,14,30,NULL,NULL
logroño,2018/11/9,15:00,14 ,14 ,21 ,0 ,0 ,90,0,42,1016 ,14,30,NULL,NULL
logroño,2018/11/9,16:00,14 ,13 ,19 ,0 ,0 ,90,0,43,1015 ,14,30,NULL,NULL
logroño,2018/11/9,17:00,13 ,11 ,17 ,0 ,0 ,90,0,48,1015 ,13,30,NULL,NULL
logroño,2018/11/9,18:00,11 ,10 ,15 ,0 ,0 ,90,0,55,1015 ,11,30,NULL,NULL
logroño,2018/11/9,19:00,10 ,8 ,12 ,0 ,0 ,90,0,60,1015 ,10,30,NULL,NULL
logroño,2018/11/9,20:00,9 ,7 ,10 ,0 ,0 ,100,0,65,1015 ,9,30,NULL,NULL
logroño,2018/11/9,21:00,9 ,6 ,8 ,0 ,0 ,100,0,70,1015 ,9,30,NULL,NULL
logroño,2018/11/9,22:00,8 ,5 ,8 ,0 ,0 ,100,0,73,1015 ,8,30,NULL,NULL
logroño,2018/11/9,23:00,8 ,5 ,8 ,0.3 ,0 ,100,0,76,1014 ,8,80,NULL,NULL
logroño,2018/11/10,00:00,9 ,7 ,10 ,0.3 ,0 ,100,0,79,1014 ,9,80,NULL,NULL
logroño,2018/11/10,01:00,9 ,8 ,11 ,0.3 ,0 ,100,0,80,1013 ,7,80,NULL,NULL
logroño,2018/11/10,02:00,8 ,7 ,11 ,0 ,0 ,80,0,82,1013 ,8,20,NULL,NULL
logroño,2018/11/10,03:00,8 ,7 ,11 ,0 ,0 ,80,0,83,1012 ,8,20,NULL,NULL
logroño,2018/11/10,04:00,8 ,7 ,11 ,0 ,0 ,80,0,84,1012 ,8,20,NULL,NULL
logroño,2018/11/10,05:00,8 ,8 ,12 ,0 ,0 ,70,0,85,1011 ,8,20,NULL,NULL
logroño,2018/11/10,06:00,8 ,8 ,13 ,0 ,0 ,70,0,85,1011 ,6,20,NULL,NULL
logroño,2018/11/10,07:00,8 ,9 ,13 ,0 ,0 ,70,0,86,1011 ,8,20,NULL,NULL
logroño,2018/11/10,08:00,9 ,9 ,13 ,0 ,0 ,90,0,86,1011 ,7,30,NULL,NULL
logroño,2018/11/10,09:00,10 ,8 ,13 ,0 ,0 ,90,0,85,1011 ,8,30,NULL,NULL
logroño,2018/11/10,10:00,10 ,8 ,13 ,0 ,0 ,90,0,83,1012 ,10,30,NULL,NULL
logroño,2018/11/10,11:00,11 ,9 ,14 ,0.1 ,0 ,90,0,81,1011 ,11,60,NULL,NULL
logroño,2018/11/10,12:00,12 ,11 ,16 ,0.1 ,0 ,90,0,79,1011 ,12,60,NULL,NULL
logroño,2018/11/10,13:00,13 ,12 ,18 ,0.1 ,0 ,90,0,77,1011 ,13,60,NULL,NULL
logroño,2018/11/10,14:00,14 ,12 ,19 ,0 ,0 ,60,0,74,1010 ,14,20,NULL,NULL
logroño,2018/11/10,15:00,15 ,13 ,19 ,0 ,0 ,60,0,71,1010 ,15,20,NULL,NULL
logroño,2018/11/10,16:00,15 ,13 ,20 ,0 ,0 ,60,0,68,1009 ,15,20,NULL,NULL
logroño,2018/11/10,17:00,15 ,11 ,16 ,0 ,0 ,50,0,70,1009 ,15,20,NULL,NULL
logroño,2018/11/10,18:00,13 ,7 ,11 ,0 ,0 ,50,0,76,1010 ,13,20,NULL,NULL
logroño,2018/11/10,19:00,12 ,5 ,7 ,0 ,0 ,50,0,81,1010 ,12,20,NULL,NULL
logroño,2018/11/10,20:00,11 ,4 ,7 ,0 ,0 ,40,0,82,1010 ,11,10,NULL,NULL
logroño,2018/11/10,21:00,11 ,4 ,6 ,0 ,0 ,40,0,84,1011 ,11,10,NULL,NULL
logroño,2018/11/10,22:00,10 ,4 ,5 ,0 ,0 ,40,0,85,1011 ,10,10,NULL,NULL
logroño,2018/11/10,23:00,10 ,3 ,5 ,0 ,0 ,30,0,85,1011 ,10,NULL,NULL,NULL
logroño,2018/11/11,00:00,9 ,3 ,5 ,0 ,0 ,30,0,86,1012 ,9,NULL,NULL,NULL
logroño,2018/11/11,01:00,9 ,3 ,4 ,0 ,0 ,30,0,86,1012 ,9,NULL,NULL,NULL
logroño,2018/11/11,02:00,9 ,3 ,5 ,0 ,0 ,50,0,86,1012 ,9,10,NULL,NULL
logroño,2018/11/11,03:00,9 ,3 ,5 ,0 ,0 ,50,0,86,1012 ,9,10,NULL,NULL
logroño,2018/11/11,04:00,9 ,4 ,5 ,0 ,0 ,50,0,86,1012 ,9,10,NULL,NULL
logroño,2018/11/11,05:00,8 ,4 ,6 ,0 ,0 ,90,0,86,1012 ,8,30,NULL,NULL
logroño,2018/11/11,06:00,8 ,4 ,6 ,0 ,0 ,90,0,87,1012 ,8,30,NULL,NULL
logroño,2018/11/11,07:00,9 ,5 ,7 ,0 ,0 ,90,0,87,1013 ,9,30,NULL,NULL
logroño,2018/11/11,08:00,9 ,5 ,8 ,0 ,0 ,100,0,87,1013 ,9,30,NULL,NULL
logroño,2018/11/11,09:00,10 ,7 ,10 ,0 ,0 ,100,0,85,1014 ,10,30,NULL,NULL
logroño,2018/11/11,10:00,11 ,8 ,11 ,0 ,0 ,100,0,83,1014 ,11,30,NULL,NULL
logroño,2018/11/11,11:00,13 ,9 ,13 ,0 ,0 ,100,0,79,1014 ,13,30,NULL,NULL
logroño,2018/11/11,12:00,14 ,10 ,14 ,0 ,0 ,100,0,71,1013 ,14,30,NULL,NULL
lugo,2018/11/8,Ahora,10 ,13 ,20 ,--,--,--,--,71 ,1009 ,8,NULL,12:15,Ilimitada
lugo,2018/11/8,13:00,10 ,23 ,35 ,0.4 ,0 ,100,0,80,1009 ,7,80,NULL,NULL
lugo,2018/11/8,14:00,10 ,22 ,33 ,0.4 ,0 ,90,0,82,1008 ,8,80,NULL,NULL
lugo,2018/11/8,15:00,10 ,19 ,29 ,0.4 ,0 ,90,0,84,1008 ,8,80,NULL,NULL
lugo,2018/11/8,16:00,10 ,18 ,26 ,0.4 ,0 ,90,0,86,1008 ,8,80,NULL,NULL
lugo,2018/11/8,17:00,10 ,16 ,25 ,0.1 ,0 ,80,0,87,1009 ,7,60,NULL,NULL
lugo,2018/11/8,18:00,8 ,15 ,23 ,0.1 ,0 ,80,0,88,1010 ,6,60,NULL,NULL
lugo,2018/11/8,19:00,8 ,14 ,21 ,0.1 ,0 ,80,0,89,1011 ,5,60,NULL,NULL
lugo,2018/11/8,20:00,7 ,13 ,20 ,0.2 ,0 ,40,0,91,1012 ,5,40,NULL,NULL
lugo,2018/11/8,21:00,7 ,12 ,19 ,0.2 ,0 ,40,0,93,1014 ,4,40,NULL,NULL
lugo,2018/11/8,22:00,7 ,12 ,17 ,0.2 ,0 ,40,0,94,1015 ,4,40,NULL,NULL
lugo,2018/11/8,23:00,6 ,11 ,16 ,0.1 ,0 ,30,0,96,1016 ,4,40,NULL,NULL
lugo,2018/11/9,00:00,6 ,10 ,16 ,0.1 ,0 ,30,0,96,1016 ,4,40,NULL,NULL
lugo,2018/11/9,01:00,6 ,10 ,15 ,0.1 ,0 ,30,0,97,1017 ,4,40,NULL,NULL
lugo,2018/11/9,02:00,6 ,10 ,15 ,0 ,0 ,50,0,96,1017 ,4,20,NULL,NULL
lugo,2018/11/9,03:00,6 ,10 ,15 ,0 ,0 ,50,0,96,1018 ,4,20,NULL,NULL
lugo,2018/11/9,04:00,6 ,10 ,16 ,0 ,0 ,50,0,95,1018 ,4,20,NULL,NULL
lugo,2018/11/9,05:00,6 ,12 ,17 ,0 ,0 ,60,0,95,1018 ,3,20,NULL,NULL
lugo,2018/11/9,06:00,6 ,13 ,20 ,0 ,0 ,60,0,95,1018 ,3,20,NULL,NULL
lugo,2018/11/9,07:00,6 ,15 ,22 ,0 ,0 ,60,0,95,1018 ,2,20,NULL,NULL
lugo,2018/11/9,08:00,6 ,17 ,25 ,0.1 ,0 ,90,0,93,1018 ,3,60,NULL,NULL
lugo,2018/11/9,09:00,7 ,18 ,28 ,0.1 ,0 ,90,0,91,1017 ,4,60,NULL,NULL
lugo,2018/11/9,10:00,8 ,20 ,30 ,0.1 ,0 ,90,0,88,1017 ,5,60,NULL,NULL
lugo,2018/11/9,11:00,8 ,22 ,33 ,0 ,0 ,100,0,87,1017 ,5,30,NULL,NULL
lugo,2018/11/9,12:00,9 ,23 ,35 ,0 ,0 ,100,0,85,1016 ,5,30,NULL,NULL
lugo,2018/11/9,13:00,9 ,25 ,37 ,0 ,0 ,100,0,84,1015 ,6,30,NULL,NULL
lugo,2018/11/9,14:00,10 ,26 ,39 ,0.4 ,0 ,100,0,84,1014 ,7,80,NULL,NULL
lugo,2018/11/9,15:00,10 ,26 ,40 ,0.4 ,0 ,100,0,84,1013 ,7,80,NULL,NULL
lugo,2018/11/9,16:00,11 ,27 ,40 ,0.4 ,0 ,100,0,85,1012 ,8,80,NULL,NULL
lugo,2018/11/9,17:00,11 ,27 ,40 ,1.7 ,0 ,100,0,86,1011 ,8,90,NULL,NULL
lugo,2018/11/9,18:00,11 ,26 ,40 ,1.7 ,0 ,100,0,89,1011 ,9,90,NULL,NULL
lugo,2018/11/9,19:00,12 ,27 ,40 ,1.7 ,0 ,100,0,90,1010 ,9,90,NULL,NULL
lugo,2018/11/9,20:00,12 ,27 ,41 ,0.9 ,0 ,90,0,89,1010 ,9,90,NULL,NULL
lugo,2018/11/9,21:00,12 ,28 ,42 ,0.9 ,0 ,90,0,89,1009 ,10,90,NULL,NULL
lugo,2018/11/9,22:00,13 ,29 ,43 ,0.9 ,0 ,90,0,89,1008 ,10,90,NULL,NULL
lugo,2018/11/9,23:00,13 ,29 ,44 ,0.9 ,0 ,80,0,89,1008 ,10,90,NULL,NULL
lugo,2018/11/10,00:00,13 ,30 ,45 ,0.9 ,0 ,80,0,88,1007 ,11,90,NULL,NULL
lugo,2018/11/10,01:00,14 ,30 ,46 ,0.9 ,0 ,80,0,88,1006 ,11,90,NULL,NULL
lugo,2018/11/10,02:00,13 ,27 ,41 ,1.6 ,0 ,90,0,89,1006 ,11,90,NULL,NULL
lugo,2018/11/10,03:00,13 ,21 ,31 ,1.6 ,0 ,90,0,91,1006 ,11,90,NULL,NULL
lugo,2018/11/10,04:00,13 ,17 ,26 ,1.6 ,0 ,90,0,92,1007 ,11,90,NULL,NULL
lugo,2018/11/10,05:00,12 ,17 ,26 ,0.6 ,0 ,70,0,92,1007 ,10,90,NULL,NULL
lugo,2018/11/10,06:00,11 ,18 ,26 ,0.6 ,0 ,70,0,92,1007 ,9,90,NULL,NULL
lugo,2018/11/10,07:00,11 ,18 ,27 ,0.6 ,0 ,70,0,92,1008 ,8,90,NULL,NULL
lugo,2018/11/10,08:00,11 ,18 ,27 ,0.1 ,0 ,70,0,91,1008 ,9,40,NULL,NULL
lugo,2018/11/10,09:00,11 ,19 ,28 ,0.1 ,0 ,70,0,89,1009 ,9,40,NULL,NULL
lugo,2018/11/10,10:00,12 ,19 ,29 ,0.1 ,0 ,70,0,88,1009 ,10,40,NULL,NULL
lugo,2018/11/10,11:00,12 ,21 ,31 ,0.6 ,0 ,80,0,88,1008 ,10,90,NULL,NULL
lugo,2018/11/10,12:00,12 ,23 ,34 ,0.6 ,0 ,80,0,87,1008 ,10,90,NULL,NULL
lugo,2018/11/10,13:00,12 ,25 ,37 ,0.6 ,0 ,80,0,87,1008 ,10,90,NULL,NULL
lugo,2018/11/10,14:00,12 ,26 ,39 ,0.4 ,0 ,60,0,86,1008 ,10,40,NULL,NULL
lugo,2018/11/10,15:00,13 ,27 ,40 ,0.4 ,0 ,60,0,84,1008 ,10,40,NULL,NULL
lugo,2018/11/10,16:00,13 ,27 ,40 ,0.4 ,0 ,60,0,82,1008 ,10,40,NULL,NULL
lugo,2018/11/10,17:00,12 ,25 ,38 ,0.3 ,0 ,80,0,84,1008 ,10,70,NULL,NULL
lugo,2018/11/10,18:00,12 ,23 ,34 ,0.3 ,0 ,80,0,87,1008 ,9,70,NULL,NULL
lugo,2018/11/10,19:00,11 ,21 ,32 ,0.3 ,0 ,80,0,88,1008 ,9,70,NULL,NULL
lugo,2018/11/10,20:00,11 ,21 ,32 ,0.3 ,0 ,90,0,88,1008 ,9,80,NULL,NULL
lugo,2018/11/10,21:00,12 ,21 ,31 ,0.3 ,0 ,90,0,88,1009 ,10,80,NULL,NULL
lugo,2018/11/10,22:00,12 ,21 ,32 ,0.3 ,0 ,90,0,88,1009 ,10,80,NULL,NULL
lugo,2018/11/10,23:00,12 ,22 ,32 ,0.4 ,0 ,100,0,88,1009 ,10,80,NULL,NULL
lugo,2018/11/11,00:00,12 ,22 ,33 ,0.4 ,0 ,100,0,88,1009 ,9,80,NULL,NULL
lugo,2018/11/11,01:00,12 ,22 ,34 ,0.4 ,0 ,100,0,88,1009 ,9,80,NULL,NULL
lugo,2018/11/11,02:00,11 ,21 ,31 ,0.4 ,0 ,100,0,88,1009 ,9,80,NULL,NULL
lugo,2018/11/11,03:00,11 ,18 ,27 ,0.4 ,0 ,100,0,90,1008 ,9,80,NULL,NULL
lugo,2018/11/11,04:00,11 ,17 ,25 ,0.4 ,0 ,100,0,91,1008 ,9,80,NULL,NULL
lugo,2018/11/11,05:00,11 ,16 ,25 ,0.5 ,0 ,100,0,91,1008 ,9,90,NULL,NULL
lugo,2018/11/11,06:00,11 ,16 ,24 ,0.5 ,0 ,100,0,91,1008 ,9,90,NULL,NULL
lugo,2018/11/11,07:00,11 ,16 ,24 ,0.5 ,0 ,100,0,91,1008 ,9,90,NULL,NULL
lugo,2018/11/11,08:00,11 ,16 ,24 ,0.2 ,0 ,90,0,91,1009 ,9,70,NULL,NULL
lugo,2018/11/11,09:00,11 ,16 ,24 ,0.2 ,0 ,90,0,90,1009 ,9,70,NULL,NULL
lugo,2018/11/11,10:00,12 ,16 ,24 ,0.2 ,0 ,90,0,90,1009 ,10,70,NULL,NULL
lugo,2018/11/11,11:00,12 ,16 ,24 ,0.1 ,0 ,100,0,88,1009 ,12,60,NULL,NULL
madrid,2018/11/8,Ahora,8 ,2 ,3 ,--,--,--,--,87 ,1017 ,8,NULL,12:05,Ilimitada
madrid,2018/11/8,13:00,11 ,11 ,17 ,0 ,0 ,100,0,76,1016 ,11,30,NULL,NULL
madrid,2018/11/8,14:00,12 ,11 ,16 ,0.2 ,0 ,90,0,76,1015 ,10,70,NULL,NULL
madrid,2018/11/8,15:00,12 ,11 ,16 ,0.2 ,0 ,90,0,77,1014 ,12,70,NULL,NULL
madrid,2018/11/8,16:00,12 ,11 ,16 ,0.2 ,0 ,90,0,77,1013 ,10,70,NULL,NULL
madrid,2018/11/8,17:00,11 ,9 ,13 ,0.2 ,0 ,50,0,77,1013 ,11,40,NULL,NULL
madrid,2018/11/8,18:00,10 ,8 ,12 ,0.2 ,0 ,50,0,76,1014 ,10,40,NULL,NULL
madrid,2018/11/8,19:00,10 ,7 ,11 ,0.2 ,0 ,50,0,76,1014 ,10,40,NULL,NULL
madrid,2018/11/8,20:00,10 ,8 ,12 ,0.3 ,0 ,80,0,79,1014 ,10,70,NULL,NULL
madrid,2018/11/8,21:00,9 ,9 ,14 ,0.3 ,0 ,80,0,85,1015 ,9,70,NULL,NULL
madrid,2018/11/8,22:00,9 ,10 ,15 ,0.3 ,0 ,80,0,87,1015 ,9,70,NULL,NULL
madrid,2018/11/8,23:00,9 ,10 ,15 ,0.1 ,0 ,80,0,84,1016 ,7,60,NULL,NULL
madrid,2018/11/9,00:00,8 ,10 ,15 ,0.1 ,0 ,80,0,82,1016 ,8,60,NULL,NULL
madrid,2018/11/9,01:00,8 ,10 ,15 ,0.1 ,0 ,80,0,80,1017 ,6,60,NULL,NULL
madrid,2018/11/9,02:00,7 ,10 ,15 ,0 ,0 ,60,0,77,1017 ,7,20,NULL,NULL
madrid,2018/11/9,03:00,7 ,10 ,14 ,0 ,0 ,60,0,75,1018 ,5,20,NULL,NULL
madrid,2018/11/9,04:00,7 ,9 ,14 ,0 ,0 ,60,0,72,1018 ,5,20,NULL,NULL
madrid,2018/11/9,05:00,6 ,9 ,14 ,0 ,0 ,50,0,73,1019 ,4,10,NULL,NULL
madrid,2018/11/9,06:00,6 ,9 ,13 ,0 ,0 ,50,0,75,1019 ,4,10,NULL,NULL
madrid,2018/11/9,07:00,6 ,8 ,13 ,0 ,0 ,50,0,77,1020 ,4,10,NULL,NULL
madrid,2018/11/9,08:00,6 ,8 ,13 ,0 ,0 ,0,0,77,1021 ,4,NULL,NULL,NULL
madrid,2018/11/9,09:00,7 ,8 ,13 ,0 ,0 ,0,0,76,1021 ,5,NULL,NULL,NULL
madrid,2018/11/9,10:00,7 ,9 ,13 ,0 ,0 ,0,0,74,1022 ,7,NULL,NULL,NULL
madrid,2018/11/9,11:00,8 ,9 ,13 ,0 ,0 ,20,0,68,1022 ,8,NULL,NULL,NULL
madrid,2018/11/9,12:00,9 ,9 ,13 ,0 ,0 ,20,0,60,1021 ,9,NULL,NULL,NULL
madrid,2018/11/9,13:00,10 ,9 ,14 ,0 ,0 ,20,0,54,1021 ,10,NULL,NULL,NULL
madrid,2018/11/9,14:00,11 ,10 ,15 ,0 ,0 ,60,0,52,1020 ,11,20,NULL,NULL
